f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,completion
mp-1184220,GaTeO3,1.87,5.67,VS2,2.05,4.23,mp-849060,396.0,3.92,-2.6,"An interface between GaTeO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.92 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.9555
mp-754808,La2MgO4,1.73,5.67,TaSe2,1.9,4.23,mp-8954,416.0,3.63,-8.12,"An interface between La2MgO4 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.0943
mp-555390,TcO3F,1.52,5.67,WS2,1.8,4.23,mp-1028441,180.0,3.32,-3.13,"An interface between TcO3F (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1410
mp-559154,Ti4Bi2O11,2.0,5.67,NbS2,2.2,4.23,mp-774873,300.0,4.2,-0.209,"An interface between Ti4Bi2O11 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.5654
mp-625718,Y(HO)3,2.3,5.67,NbSe2,2.2,4.23,mp-1102559,76.0,4.5,-1.9,"An interface between Y(HO)3 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.5 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.6419
mp-627442,Ge7H18O23,2.11,5.67,TaSe2,1.9,4.23,mp-542621,378.0,4.01,-1.59,"An interface between Ge7H18O23 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.01 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.4637
mp-753160,BiOF,1.52,5.67,TiS2,2.0,4.23,mp-1101258,288.0,3.52,-0.698,"An interface between BiOF (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3595
mp-675245,Bi6W4O21,1.52,5.67,TaS2,1.8,4.23,mp-555037,479.0,3.32,-0.865,"An interface between Bi6W4O21 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.1450
mp-754109,PrAsO4,1.85,5.67,MoS2,2.1,4.23,mp-2815,240.0,3.95,-1.78,"An interface between PrAsO4 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5766
mp-675020,Li4MoO5,2.1,5.67,Te2W,0,4.23,mp-1023942,340.0,2.1,-0.195,"An interface between Li4MoO5 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.6348
mp-973396,KBeO3,2.75,5.67,Te2Pd3,1.63,4.23,mp-613,435.0,4.38,-3.26,"An interface between KBeO3 (Fermi level: 5.67 meV) and Te2Pd3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.38 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1817
mp-690522,Mo2Cl4O,2.1,5.67,TiS2,2.0,4.23,mp-2156,89.0,4.1,-1.63,"An interface between Mo2Cl4O (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.4886
mp-1016930,ZnGeO3,2.11,5.67,Te2W,0,4.23,mp-1025573,93.0,2.11,-0.489,"An interface between ZnGeO3 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.7154
mp-30198,Ba4Ga2O7,1.87,5.67,TaSe2,1.9,4.23,mp-637232,336.0,3.77,-3.78,"An interface between Ba4Ga2O7 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3297
mp-1023936,WSe2,1.9,5.67,SiP2O7,2.1,4.23,mp-554758,370.0,4,-1.43,"An interface between WSe2 (Fermi level: 5.67 meV) and SiP2O7 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3577
mp-759721,V6O7F5,2.05,5.67,NbS2,2.2,4.23,mp-774873,276.0,4.25,-0.00599,"An interface between V6O7F5 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-5.1177
mp-28919,Hf3Te2,0,5.67,Ca2Sn9O13,2.31,4.23,mvc-2063,390.0,2.31,-1.11,"An interface between Hf3Te2 (Fermi level: 5.67 meV) and Ca2Sn9O13 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.31 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.1044
mp-753016,V3O5F,2.05,5.67,NbSe2,2.2,4.23,mp-571133,378.0,4.25,-0.157,"An interface between V3O5F (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.8515
mp-755177,EuSeO3,1.9,5.67,TaSe2,1.9,4.23,mp-7834,312.0,3.8,-1.1,"An interface between EuSeO3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0953
mp-771703,LaAlO3,1.84,5.67,TiS2,2.0,4.23,mp-2156,174.0,3.84,-1.39,"An interface between LaAlO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.84 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3293
mp-759157,V3(OF3)2,2.05,5.67,TaS2,1.8,4.23,mp-1984,460.0,3.85,-1.67,"An interface between V3(OF3)2 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.5128
mp-1023936,WSe2,1.9,5.67,Rb3MnO3,3.03,4.23,mp-553971,86.0,4.93,-2.88,"An interface between WSe2 (Fermi level: 5.67 meV) and Rb3MnO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.93 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0578
mp-997032,MgAuO2,1.73,5.67,WSe2,1.9,4.23,mp-1025572,404.0,3.63,-3.19,"An interface between MgAuO2 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.63 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1600
mp-611224,VS2,2.05,5.67,PrOF,1.52,4.23,mp-769173,474.0,3.57,-2.25,"An interface between VS2 (Fermi level: 5.67 meV) and PrOF (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8109
mp-13972,Sm2SeO2,1.9,5.67,TiS2,2.0,4.23,mp-1062030,386.0,3.9,-1.33,"An interface between Sm2SeO2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.2852
mp-17161,K6CdO4,2.75,5.67,NbSe2,2.2,4.23,mp-1102559,388.0,4.95,-5.05,"An interface between K6CdO4 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.6194
mp-7480,RbLuO2,3.03,5.67,NbSe2,2.2,4.23,mp-2207,156.0,5.23,-0.728,"An interface between RbLuO2 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.23 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-0.3175
mp-1238797,MoS2,2.1,5.67,CaSiO3,2.31,4.23,mp-5096,466.0,4.41,-0.24,"An interface between MoS2 (Fermi level: 5.67 meV) and CaSiO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.41 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-1.4271
mp-771703,LaAlO3,1.84,5.67,TaSe2,1.9,4.23,mp-13870,72.0,3.74,-1.22,"An interface between LaAlO3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.74 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.1989
mp-1203723,RbSeO4,3.03,5.67,NbSe2,2.2,4.23,mp-10228,276.0,5.23,-3.68,"An interface between RbSeO4 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.23 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.3029
mp-1025874,MoS2,2.1,5.67,Ca4Bi2O,2.31,4.23,mp-551873,402.0,4.41,-4.43,"An interface between MoS2 (Fermi level: 5.67 meV) and Ca4Bi2O (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.41 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.4884
mp-997106,AgRhO2,1.72,5.67,TaSe2,1.9,4.23,mp-542621,300.0,3.62,-4.63,"An interface between AgRhO2 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5326
mp-559085,Y2WO6,2.3,5.67,Ti13S24,2.0,4.23,mp-684731,471.0,4.3,1.81e+04,"An interface between Y2WO6 (Fermi level: 5.67 meV) and Ti13S24 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",9.8037
mp-776281,Zr2N2O,2.25,5.67,VS2,2.05,4.23,mp-557523,452.0,4.3,-8.13,"An interface between Zr2N2O (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.0956
mp-1183447,BePdO3,1.63,5.67,MoSe2,2.1,4.23,mp-1018807,456.0,3.73,-0.0174,"An interface between BePdO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.73 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",-4.0513
mp-686057,LiNbO3,2.2,5.67,NbS2,2.2,4.23,mp-774873,330.0,4.4,-1.38,"An interface between LiNbO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.3221
mp-766131,P4WO13,1.8,5.67,WSe2,1.9,4.23,mp-1023936,180.0,3.7,-2.23,"An interface between P4WO13 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.7 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.8020
mp-769173,PrOF,1.52,5.67,TiSe2,2.0,4.23,mp-2194,219.0,3.52,-1.17,"An interface between PrOF (Fermi level: 5.67 meV) and TiSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.1570
mp-849060,VS2,2.05,5.67,Cu(BiO2)2,1.52,4.23,mp-560165,413.0,3.57,-4.69,"An interface between VS2 (Fermi level: 5.67 meV) and Cu(BiO2)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5454
mp-625171,H7ClO3,1.75,5.67,WS2,1.8,4.23,mp-1023925,196.0,3.55,2.3e+03,"An interface between H7ClO3 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.55 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.7407
mp-7007,NbSe2,2.2,5.67,Ag3RuO4,1.72,4.23,mp-510453,248.0,3.92,-4.63,"An interface between NbSe2 (Fermi level: 5.67 meV) and Ag3RuO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.92 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.5326
mp-1106253,CdCl2O,1.75,5.67,TiS2,2.0,4.23,mp-558110,446.0,3.75,1.16e+03,"An interface between CdCl2O (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.75 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",7.0562
mp-675942,AgClO2,1.75,5.67,ReSe2,1.9,4.23,mp-541582,372.0,3.65,-3.44,"An interface between AgClO2 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.2355
mp-768906,YBrO,2.3,5.67,MoS2,2.1,4.23,mp-1023924,435.0,4.4,-1.13,"An interface between YBrO (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.1222
mp-18720,Mn2CdO4,2.05,5.67,Te2Mo,2.1,4.23,mp-602,102.0,4.15,-2.81,"An interface between Mn2CdO4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.0332
mp-4426,Li4SeO5,1.9,5.67,NbTe2,2.2,4.23,mp-1018150,477.0,4.1,-3.17,"An interface between Li4SeO5 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.1537
