f1_identifier,formula,f1-vdw_rad,efermi,formula2,f2_vdw_rad,efermi-2,f2_identifier,atoms,distance_d,Δn,prompt,abs_Δn,log(|Δn|),completion
mp-849387,Cu6OF11,1.52,5.67,VS2,2.05,4.23,mp-1178763,66.0,3.57,-1.23,"An interface between Cu6OF11 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.23,0.2070141693843261,0.207
mp-849060,VS2,2.05,5.67,Ti(BiO3)2,2.0,4.23,mvc-10862,246.0,4.05,-1.22,"An interface between VS2 (Fermi level: 5.67 meV) and Ti(BiO3)2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.22,0.1988508587451651,0.1989
mp-760679,Cu3OF5,1.52,5.67,TiS2,2.0,4.23,mp-9027,138.0,3.52,-3.72,"An interface between Cu3OF5 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.72,1.3137236682850553,1.314
mp-1072113,NbSe2,2.2,5.67,NaV6O11,2.27,4.23,mp-18528,474.0,4.47,-1.15,"An interface between NbSe2 (Fermi level: 5.67 meV) and NaV6O11 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.15,0.1397619423751586,0.1398
mp-1101682,Na5SbO5,2.27,5.67,Te2Pd,1.63,4.23,mp-782,480.0,3.9,-2.82,"An interface between Na5SbO5 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.82,1.0367368849500225,1.037
mp-626222,H5ClO6,1.75,5.67,ReSe2,1.9,4.23,mp-541582,384.0,3.65,-6.36,"An interface between H5ClO6 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.36,1.8500283773520307,1.85
mp-759840,Ni(PO3)3,1.97,5.67,ZrSe2,2.25,4.23,mp-2076,472.0,4.22,-2.34,"An interface between Ni(PO3)3 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.22 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.34,0.85015092936961,0.8502
mp-18780,K2WO4,2.75,5.67,NbS2,2.2,4.23,mp-10033,468.0,4.95,-3.95,"An interface between K2WO4 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.95,1.3737155789130306,1.374
mp-1244537,MgV4O10,2.05,5.67,NbSe2,2.2,4.23,mp-7597,414.0,4.25,-1.19,"An interface between MgV4O10 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.19,0.1739533071234379,0.174
mp-755177,EuSeO3,1.9,5.67,TaSe2,1.9,4.23,mp-7926,388.0,3.8,-1.28,"An interface between EuSeO3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.28,0.2468600779315258,0.2469
mp-613455,Yb(ReO4)3,1.52,5.67,TiS2,2.0,4.23,mp-9027,236.0,3.52,-17.9,"An interface between Yb(ReO4)3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",17.9,2.884800712846709,2.885
mp-10970,LiErO2,1.82,5.67,PdSe2,1.9,4.23,mp-2418,56.0,3.72,-2.16,"An interface between LiErO2 (Fermi level: 5.67 meV) and PdSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.16,0.7701082216960737,0.7701
mp-18754,DyCrO4,2.05,5.67,TaTe2,0.0,4.23,mp-601823,354.0,2.05,-3.9,"An interface between DyCrO4 (Fermi level: 5.67 meV) and TaTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.9,1.3609765531356006,1.361
mp-555293,NbS2,2.2,5.67,InCuO3,1.52,4.23,mp-1224030,430.0,3.72,-16.8,"An interface between NbS2 (Fermi level: 5.67 meV) and InCuO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",16.8,2.8213788864092133,2.821
mp-1095434,KPO4,2.75,5.67,NbS2,2.2,4.23,mp-1802,87.0,4.95,-4.63,"An interface between KPO4 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.63,1.5325568680981427,1.533
mp-758513,Na22In5O15,2.27,5.67,TaSe2,1.9,4.23,mp-500,462.0,4.17,-3.05,"An interface between Na22In5O15 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",3.05,1.1151415906193205,1.115
mp-779698,ZnTe2O5,1.52,5.67,VTe2,2.05,4.23,mp-1008626,428.0,3.57,-5.64,"An interface between ZnTe2O5 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.57 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.64,1.7298840655099674,1.73
mp-755052,LiV2O4,2.05,5.67,Te2Mo,2.1,4.23,mp-1030319,162.0,4.15,-0.0871,"An interface between LiV2O4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0871,-2.44069839512368,-2.441
mp-754978,CdCu2O3,1.52,5.67,HfSe2,1.9,4.23,mp-985831,78.0,3.42,-0.61,"An interface between CdCu2O3 (Fermi level: 5.67 meV) and HfSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.61,-0.4942963218147801,-0.4943
mp-1003854,KMnO2,2.75,5.67,WSe2,1.9,4.23,mp-1821,92.0,4.65,-1.69,"An interface between KMnO2 (Fermi level: 5.67 meV) and WSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.65 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.69,0.5247285289349821,0.5247
mp-1634,MoSe2,2.1,5.67,VSb2O5,2.05,4.23,mp-622171,100.0,4.15,-0.361,"An interface between MoSe2 (Fermi level: 5.67 meV) and VSb2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.361,-1.018877320649256,-1.019
mp-10970,LiErO2,1.82,5.67,ReS2,1.8,4.23,mp-1232344,124.0,3.62,-5.14,"An interface between LiErO2 (Fermi level: 5.67 meV) and ReS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",5.14,1.6370530794670737,1.637
mp-12646,EuNbO4,2.2,5.67,NbSe2,2.2,4.23,mp-2207,492.0,4.4,-0.356,"An interface between EuNbO4 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.356,-1.0328245481301066,-1.033
mp-758513,Na22In5O15,2.27,5.67,NbSe2,2.2,4.23,mp-1072113,462.0,4.47,-2.03,"An interface between Na22In5O15 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.03,0.7080357930536959,0.708
mp-753816,Na6MgO4,2.27,5.67,ZrSe2,2.25,4.23,mp-2076,34.0,4.52,-1.35,"An interface between Na6MgO4 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.52 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.35,0.3001045924503381,0.3001
mp-753473,LiCoO2,2.0,5.67,TiS2,2.0,4.23,mp-9027,352.0,4.0,-2.09,"An interface between LiCoO2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.09,0.7371640659767196,0.7372
mp-9561,VS2,2.05,5.67,Na3RuO4,2.27,4.23,mp-1198628,336.0,4.32,-1.17,"An interface between VS2 (Fermi level: 5.67 meV) and Na3RuO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.17,0.1570037488096647,0.157
mp-867731,Cd2PbO4,1.52,5.67,NbS2,2.2,4.23,mp-1008860,161.0,3.72,-0.948,"An interface between Cd2PbO4 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.72 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.948,-0.0534007767271152,-0.0534
mp-1984,TaS2,1.8,5.67,Sb16Cl4O21,1.75,4.23,mp-867961,374.0,3.55,-2.97,"An interface between TaS2 (Fermi level: 5.67 meV) and Sb16Cl4O21 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.55 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.97,1.0885619528146082,1.089
mp-1101654,NaEuO2,2.27,5.67,Ti3S2,2.0,4.23,mp-1217073,260.0,4.27,-4.01,"An interface between NaEuO2 (Fermi level: 5.67 meV) and Ti3S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.27 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.01,1.3887912413184778,1.389
mp-849080,VS2,2.05,5.67,RbSeO3,3.03,4.23,mp-1078830,445.0,5.08,-0.0315,"An interface between VS2 (Fermi level: 5.67 meV) and RbSeO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.08 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.0315,-3.4577677331505496,-3.458
mp-774092,Na3CoO3,2.27,5.67,Te2Pd,1.63,4.23,mp-782,441.0,3.9,-4.87,"An interface between Na3CoO3 (Fermi level: 5.67 meV) and Te2Pd (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",4.87,1.5830939370944983,1.583
mp-1206996,La3AlO,1.84,5.67,MoS2,2.1,4.23,mvc-7052,393.0,3.94,-6.47,"An interface between La3AlO (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.94 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",6.47,1.867176108512809,1.867
mp-754530,V4O3F5,2.05,5.67,NbSe2,2.2,4.23,mp-7597,240.0,4.25,-0.334,"An interface between V4O3F5 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.334,-1.0966142860054366,-1.097
mp-755197,V2O3F,2.05,5.67,NbS2,2.2,4.23,mp-632475,261.0,4.25,-2.66,"An interface between V2O3F (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.66,0.9783261227936078,0.9783
mp-778670,VOF2,2.05,5.67,WS2,1.8,4.23,mp-1028441,324.0,3.85,-1.38,"An interface between VOF2 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.38,0.3220834991691132,0.3221
mp-752415,NbO2F,2.2,5.67,Te2W,0.0,4.23,mp-1023942,436.0,2.2,-2.43,"An interface between NbO2F (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.43,0.8878912573524571,0.8879
mp-2648,NbS2,2.2,5.67,Er2GeO5,2.11,4.23,mp-774547,318.0,4.31,-2.25,"An interface between NbS2 (Fermi level: 5.67 meV) and Er2GeO5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.31 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.25,0.8109302162163288,0.8109
mp-1084850,Ni(ClO3)2,1.97,5.67,TiSe2,2.0,4.23,mp-2194,198.0,3.97,-1.67,"An interface between Ni(ClO3)2 (Fermi level: 5.67 meV) and TiSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.97 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.67,0.5128236264286637,0.5128
mp-676273,Pr2SbO2,1.52,5.67,Te2Mo,2.1,4.23,mp-1025576,393.0,3.62,-0.724,"An interface between Pr2SbO2 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.724,-0.3229638865964207,-0.323
mp-1023942,Te2W,0.0,5.67,ZrPbO3,2.25,4.23,mp-1068577,438.0,2.25,-0.758,"An interface between Te2W (Fermi level: 5.67 meV) and ZrPbO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.758,-0.2770718933397654,-0.2771
mp-5348,MgCO3,1.73,5.67,WS2,1.8,4.23,mp-9813,243.0,3.53,-1.46,"An interface between MgCO3 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.53 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",1.46,0.378436435720245,0.3784
mp-1192966,Hg2PO4,1.8,5.67,MoS2,2.1,4.23,mp-1025874,191.0,3.9,-0.781,"An interface between Hg2PO4 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",0.781,-0.247180129142451,-0.2472
mvc-2157,MgV2O6,2.05,5.67,TaS2,1.8,4.23,mp-16226,342.0,3.85,-2.78,"An interface between MgV2O6 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.",2.78,1.0224509277025455,1.022
